1	15 Jun 22	21:00:00	1	0	1337	0	Ct	0	1	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	15 Jun 22	21:02:00	1	0	1337	0	Ct	0	1	NA	6091	18115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	15 Jun 22	21:04:00	1	0	1337	0	Ct	0	1	9254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	15 Jun 22	21:06:00	1	0	1337	0	Ct	0	1	3068	7719	2403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	15 Jun 22	21:08:00	1	0	1337	0	Ct	0	1	4284	7802	11537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	15 Jun 22	21:10:00	1	0	1337	0	Ct	0	1	9528	15660	10272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	15 Jun 22	21:12:00	1	0	1337	0	Ct	0	1	15789	17177	16552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	15 Jun 22	21:14:00	1	0	1337	0	Ct	0	1	12831	12505	17728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	15 Jun 22	21:16:00	1	0	1337	0	Ct	0	1	16592	7587	19089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	15 Jun 22	21:18:00	1	0	1337	0	Ct	0	1	8771	6795	22346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	15 Jun 22	21:20:00	1	0	1337	0	Ct	0	1	18461	9620	11835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	15 Jun 22	21:22:00	1	0	1337	0	Ct	0	1	13181	13279	45928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	15 Jun 22	21:24:00	1	0	1337	0	Ct	0	1	20325	5593	16380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	15 Jun 22	21:26:00	1	0	1337	0	Ct	0	1	22069	17410	6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	15 Jun 22	21:28:00	1	0	1337	0	Ct	0	1	12169	6645	19585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	15 Jun 22	21:30:00	1	0	1337	0	Ct	0	1	16628	21045	18867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
