"s","x","y","d","ID","sex","genus","species"
1169,29,881,"mothra01.0616.0136","99.9%_s10g15","male","photinus","obscurellus"
2306,672,1511,"mothra01.0616.0136","99.9%_s10g15","male","photinus","obscurellus"
2381,1234,261,"mothra01.0616.0138","99.9%_s10g15","male","photinus","obscurellus"
2276,1108,310,"mothra01.0616.0138","99.9%_s10g15","male","photinus","obscurellus"
973,1050,21,"mothra01.0616.0140","99.9%_s10g15","male","photinus","obscurellus"
2250,63,688,"mothra01.0616.0140","99.9%_s10g15","male","photinus","obscurellus"
2314,316,508,"mothra01.0616.0142","99.9%_s10g15","male","photinus","obscurellus"
2158,1561,526,"mothra01.0616.0142","99.9%_s10g15","male","photinus","obscurellus"
2263,1632,591,"mothra01.0616.0142","99.9%_s10g15","male","photinus","obscurellus"
2200,437,175,"mothra01.0616.0144","99.9%_s10g15","male","photinus","obscurellus"
2110,1782,1223,"mothra01.0616.0144","99.9%_s10g15","male","photinus","obscurellus"
2532,1505,633,"mothra01.0616.0146","99.9%_s10g15","male","photinus","obscurellus"
2625,532,961,"mothra01.0616.0146","99.9%_s10g15","male","photinus","obscurellus"
13334,1374,440,"mothra01.0616.0148","99.9%_s10g15","male","photinus","obscurellus"
2274,1104,117,"mothra01.0616.0150","99.9%_s10g15","male","photinus","obscurellus"
477,1402,392,"mothra01.0616.0150","99.9%_s10g15","male","photinus","obscurellus"
2419,1475,1289,"mothra01.0616.0150","99.9%_s10g15","male","photinus","obscurellus"
1272,550,79,"mothra01.0616.0152","99.9%_s10g15","male","photinus","obscurellus"
2341,527,882,"mothra01.0616.0152","99.9%_s10g15","male","photinus","obscurellus"
1469,1720,712,"mothra01.0616.0154","99.9%_s10g15","male","photinus","obscurellus"
1526,1752,709,"mothra01.0616.0154","99.9%_s10g15","male","photinus","obscurellus"
2627,516,721,"mothra01.0616.0154","99.9%_s10g15","male","photinus","obscurellus"
2877,726,989,"mothra01.0616.0154","99.9%_s10g15","male","photinus","obscurellus"
2393,192,627,"mothra01.0616.0156","99.9%_s10g15","male","photinus","obscurellus"
2705,634,943,"mothra01.0616.0156","99.9%_s10g15","male","photinus","obscurellus"
711,1792,1156,"mothra01.0616.0158","99.9%_s10g15","male","photinus","obscurellus"
2455,308,1422,"mothra01.0616.0158","99.9%_s10g15","male","photinus","obscurellus"
2459,1447,693,"mothra01.0616.0200","99.9%_s10g15","male","photinus","obscurellus"
4733,1440,256,"mothra01.0616.0202","99.9%_s10g15","male","photinus","obscurellus"
2506,1221,263,"mothra01.0616.0202","99.9%_s10g15","male","photinus","obscurellus"
2555,1722,864,"mothra01.0616.0204","99.9%_s10g15","male","photinus","obscurellus"
327,1691,1246,"mothra01.0616.0204","99.9%_s10g15","male","photinus","obscurellus"
1780,1479,212,"mothra01.0616.0206","99.9%_s10g15","male","photinus","obscurellus"
904,1446,220,"mothra01.0616.0206","99.9%_s10g15","male","photinus","obscurellus"
1020,176,367,"mothra01.0616.0206","99.9%_s10g15","male","photinus","obscurellus"
136,471,1598,"mothra01.0616.0206","99.9%_s10g15","male","photinus","obscurellus"
