s,x,y,d,ID,sex,genus,species
0,NA,NA,mothra03.0810.1134,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1136,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1138,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1140,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1142,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1144,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1146,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1148,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1150,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1152,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1154,99.9%_s10g15,female,ostrinia,nubilalis
348,297,268,mothra03.0810.1156,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1158,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1200,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1202,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1204,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1206,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1208,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1210,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1212,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1214,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1216,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1218,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1220,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1222,99.9%_s10g15,female,ostrinia,nubilalis
0,NA,NA,mothra03.0810.1224,99.9%_s10g15,female,ostrinia,nubilalis
